EmployeeNumber	Age	Attrition	BusinessTravel	DailyRate	Department	DistanceFromHome	Education	EducationField	EnvironmentSatisfaction	Gender	HourlyRate	JobInvolvement	JobLevel	JobRole	JobSatisfaction	MaritalStatus	MonthlyIncome	MonthlyRate	NumCompaniesWorked	OverTime	PercentSalaryHike	PerformanceRating	RelationshipSatisfaction	StockOptionLevel	TotalWorkingYears	TrainingTimesLastYear	WorkLifeBalance	YearsAtCompany	YearsInCurrentRole	YearsSinceLastPromotion	YearsWithCurrManager
372	40	No	Travel_Rarely	619	Research & Development	7	4	Life Sciences	1	Female	99	4	5	Research Scientist	3	Single	6552	18777	2	No	19	3	3	1	21	4	3	21	1	3	0
629	37	No	Travel_Rarely	1412	Research & Development	6	2	Marketing	2	Male	64	4	1	Laboratory Technician	4	Married	4952	15660	3	No	15	3	2	2	12	4	2	1	1	0	0
1264	22	No	Travel_Frequently	999	Research & Development	12	2	Technical Degree	2	Female	82	3	1	Research Director	1	Married	3751	18606	4	No	22	3	4	1	0	4	4	0	0	0	0
1372	31	No	Travel_Rarely	1210	Human Resources	10	3	Medical	1	Male	90	2	3	Manager	4	Married	9239	12495	4	No	12	3	3	0	7	4	2	7	1	2	0
1401	22	No	Travel_Rarely	705	Research & Development	2	4	Other	1	Female	88	3	2	Laboratory Technician	4	Married	7505	22084	2	No	12	3	3	0	0	3	4	0	0	0	0
1074	39	No	Travel_Rarely	213	Research & Development	16	2	Technical Degree	4	Male	72	3	3	Healthcare Representative	3	Divorced	8915	13574	1	No	13	3	4	0	14	0	1	4	4	0	3
1031	49	No	Non-Travel	948	Research & Development	3	3	Other	1	Female	53	1	1	Manager	2	Married	3979	21927	1	No	21	3	3	3	29	1	3	0	0	0	0
967	33	No	Travel_Rarely	126	Research & Development	1	3	Other	4	Female	44	3	4	Manager	3	Married	10424	25090	4	No	13	3	4	0	12	3	3	12	1	2	5
486	35	No	Travel_Rarely	1349	Sales	7	1	Life Sciences	2	Male	49	3	3	Manager	3	Single	8756	12894	3	No	15	3	3	0	12	5	3	8	5	0	3
1464	38	No	Travel_Rarely	514	Sales	8	3	Life Sciences	3	Male	56	1	1	Manager	3	Married	3300	17517	2	Yes	22	3	4	0	17	2	3	2	0	1	1
773	52	No	Travel_Rarely	459	Sales	1	2	Life Sciences	2	Male	88	2	5	Manager	3	Divorced	13867	26434	0	Yes	24	3	4	2	29	4	3	15	0	9	0
977	43	No	Travel_Frequently	228	Research & Development	1	2	Technical Degree	4	Male	91	3	5	Healthcare Representative	3	Single	14036	22975	5	No	18	3	3	3	20	5	3	12	10	2	2
975	27	No	Travel_Rarely	1412	Sales	2	5	Life Sciences	2	Male	46	4	1	Sales Executive	1	Married	2900	5044	3	Yes	19	3	4	0	6	2	2	0	0	0	0
1011	46	No	Travel_Rarely	519	Research & Development	3	2	Other	3	Male	34	3	1	Research Director	1	Single	5555	2320	3	No	11	3	2	2	28	2	3	0	0	0	0
44	35	No	Travel_Rarely	817	Research & Development	2	3	Technical Degree	1	Male	54	3	1	Manager	3	Married	3232	25683	1	No	13	4	4	2	9	2	3	0	0	0	0
427	26	Yes	Non-Travel	687	Sales	3	2	Life Sciences	4	Male	61	3	3	Manager	2	Single	8304	12086	6	No	12	3	2	0	5	5	3	5	0	2	1
850	29	No	Non-Travel	249	Human Resources	27	3	Technical Degree	3	Female	94	3	1	Manager	2	Single	3670	16665	3	No	17	4	3	2	4	1	3	0	0	0	0
1373	43	No	Travel_Rarely	797	Human Resources	6	4	Life Sciences	2	Female	46	4	1	Manager	3	Married	6213	18788	4	Yes	12	3	2	1	19	3	2	3	1	0	3
507	49	Yes	Travel_Rarely	622	Sales	12	2	Other	1	Male	30	3	3	Sales Representative	3	Single	7854	8603	1	Yes	24	3	1	1	24	6	4	4	1	3	4
102	45	No	Travel_Rarely	1164	Research & Development	14	1	Marketing	1	Male	66	2	5	Laboratory Technician	4	Married	15482	8433	0	Yes	23	3	4	0	24	3	2	20	0	4	1
1103	41	No	Non-Travel	1499	Research & Development	3	4	Medical	3	Female	76	3	1	Research Director	2	Single	5250	4661	3	Yes	15	3	2	0	16	5	3	0	0	0	0
108	46	No	Non-Travel	275	Research & Development	1	3	Life Sciences	1	Female	71	1	1	Healthcare Representative	3	Married	3067	9867	2	Yes	21	3	4	1	19	2	3	1	1	1	1
1069	31	No	Travel_Frequently	349	Sales	3	2	Marketing	2	Male	70	2	2	Manager	3	Married	5065	15734	3	No	22	3	2	1	8	5	3	1	1	1	1
1205	25	No	Non-Travel	775	Research & Development	4	1	Technical Degree	3	Male	41	2	2	Research Scientist	3	Married	8316	17675	3	No	22	3	1	0	5	1	3	5	1	0	0
431	27	No	Travel_Rarely	307	Research & Development	19	2	Life Sciences	3	Female	95	4	1	Laboratory Technician	4	Single	4182	23605	3	No	16	3	2	2	5	0	3	2	1	0	2
840	42	No	Travel_Frequently	1378	Research & Development	1	3	Other	3	Female	63	4	3	Research Director	2	Married	8825	19204	2	No	14	3	3	2	18	0	4	4	4	0	2
1002	45	No	Travel_Rarely	361	Sales	3	3	Technical Degree	3	Female	63	4	2	Sales Representative	4	Divorced	6968	17959	2	No	14	4	4	1	23	5	3	7	1	5	4
1288	19	Yes	Travel_Frequently	691	Research & Development	16	4	Life Sciences	3	Male	83	3	2	Manager	1	Single	7239	10065	4	Yes	22	3	2	2	0	0	3	0	0	0	0
1180	46	No	Non-Travel	1019	Research & Development	1	3	Life Sciences	2	Male	79	4	2	Research Scientist	3	Single	6683	4822	2	No	20	3	3	0	26	2	4	0	0	0	0
712	39	No	Travel_Rarely	383	Sales	1	3	Marketing	3	Male	32	2	2	Manager	4	Divorced	8252	14811	7	No	25	3	4	2	17	6	3	1	0	1	1
129	31	No	Travel_Rarely	1215	Sales	1	2	Other	4	Male	82	3	1	Sales Representative	3	Married	5059	8350	1	Yes	25	3	2	1	9	4	3	2	0	2	2
1455	43	No	Travel_Frequently	1053	Human Resources	17	3	Medical	4	Female	43	4	1	Human Resources	3	Married	4443	11907	1	No	15	3	4	2	20	3	3	1	1	0	1
1448	33	No	Travel_Rarely	718	Research & Development	14	4	Marketing	2	Female	43	3	3	Manufacturing Director	2	Divorced	9990	13267	3	Yes	23	3	3	1	13	3	4	11	1	0	1
694	43	No	Travel_Rarely	1367	Research & Development	1	3	Life Sciences	3	Male	87	3	5	Manufacturing Director	2	Married	13830	22373	3	No	15	3	3	0	22	4	3	13	1	1	1
530	51	Yes	Non-Travel	882	Research & Development	16	4	Other	1	Female	66	4	2	Research Scientist	3	Single	5499	18964	0	No	12	4	4	1	29	1	2	2	0	2	2
665	34	No	Travel_Rarely	190	Research & Development	2	2	Other	4	Male	47	1	4	Healthcare Representative	3	Married	11293	17031	1	No	25	3	4	3	11	4	2	8	0	0	5
1482	37	No	Travel_Rarely	440	Research & Development	11	4	Marketing	4	Female	76	2	1	Healthcare Representative	3	Married	4688	11543	1	No	13	3	3	2	16	6	3	2	2	2	1
865	41	No	Travel_Rarely	840	Research & Development	2	4	Human Resources	1	Male	68	4	5	Laboratory Technician	2	Married	13759	12073	1	No	16	3	3	0	18	0	3	14	0	0	4
1384	18	Yes	Travel_Rarely	355	Research & Development	29	4	Human Resources	1	Male	82	4	2	Research Director	2	Divorced	6552	25169	2	No	15	3	3	1	0	4	3	0	0	0	0
33	33	No	Travel_Rarely	664	Research & Development	6	3	Other	3	Male	57	3	1	Research Director	3	Married	5383	24358	5	Yes	19	4	2	1	11	4	3	0	0	0	0
675	46	Yes	Travel_Rarely	924	Research & Development	7	4	Medical	3	Male	77	4	2	Research Director	2	Single	5850	7742	3	Yes	16	3	2	1	22	4	1	0	0	0	0
472	38	No	Travel_Rarely	1064	Research & Development	3	2	Life Sciences	4	Male	69	3	2	Research Director	4	Single	6552	16433	0	No	22	3	3	0	18	5	3	0	0	0	0
382	33	No	Travel_Frequently	1222	Research & Development	8	3	Life Sciences	3	Female	74	4	3	Manager	1	Married	9227	12785	1	No	19	4	4	1	10	3	3	10	2	3	0
1164	50	No	Travel_Frequently	256	Sales	12	3	Other	1	Male	44	2	1	Manager	1	Married	4194	19535	3	No	17	3	2	0	29	2	3	0	0	0	0
452	30	No	Travel_Frequently	137	Research & Development	12	4	Life Sciences	4	Female	86	3	4	Manufacturing Director	2	Single	11541	6422	3	Yes	25	3	4	2	9	4	3	9	3	1	1
1304	27	No	Travel_Frequently	169	Research & Development	1	2	Medical	4	Female	30	3	2	Manager	1	Divorced	6785	25100	2	No	25	3	4	1	6	5	3	3	2	1	0
232	41	No	Travel_Rarely	962	Human Resources	17	2	Life Sciences	3	Male	85	4	2	Human Resources	1	Married	7265	15370	5	Yes	18	3	3	2	19	3	3	0	0	0	0
817	38	No	Travel_Rarely	236	Research & Development	1	1	Life Sciences	4	Male	30	3	2	Research Scientist	3	Single	7233	9373	1	No	25	4	4	1	14	4	2	5	3	3	3
527	39	No	Travel_Rarely	1427	Research & Development	9	2	Life Sciences	4	Female	43	4	3	Laboratory Technician	2	Single	6552	22042	2	Yes	18	3	4	2	15	2	3	6	4	3	2
1465	52	No	Travel_Rarely	966	Research & Development	2	4	Life Sciences	3	Male	66	3	2	Research Director	4	Married	5041	19437	0	Yes	22	4	3	1	30	6	2	1	1	1	1
990	56	No	Travel_Frequently	355	Research & Development	8	3	Marketing	4	Male	65	4	2	Manager	4	Married	5884	17180	2	No	16	3	4	2	36	1	2	0	0	0	0
164	44	No	Travel_Rarely	604	Research & Development	7	3	Life Sciences	2	Male	45	3	3	Laboratory Technician	4	Married	7779	23863	1	No	25	3	3	0	22	3	3	5	0	0	5
1084	30	Yes	Travel_Rarely	154	Research & Development	11	2	Marketing	1	Male	31	4	1	Research Scientist	4	Married	3455	20869	1	Yes	22	3	1	1	11	6	2	3	3	3	2
1179	37	No	Travel_Rarely	257	Research & Development	15	5	Life Sciences	3	Male	55	4	1	Manager	2	Married	4264	23363	0	Yes	18	4	1	1	18	2	3	1	1	1	1
1145	30	No	Travel_Frequently	1018	Research & Development	1	3	Marketing	2	Male	66	2	2	Research Scientist	4	Single	6161	14581	8	Yes	20	3	4	1	6	6	3	6	4	3	0
1220	36	No	Travel_Rarely	726	Research & Development	10	2	Marketing	2	Female	39	3	2	Healthcare Representative	3	Divorced	6747	23607	2	No	21	3	2	1	12	6	1	7	0	7	1
262	41	No	Travel_Rarely	164	Research & Development	6	4	Marketing	3	Male	77	2	2	Laboratory Technician	2	Married	8686	4849	4	No	20	3	3	2	18	6	1	5	1	0	1
590	36	No	Travel_Frequently	373	Research & Development	13	3	Medical	1	Female	88	4	4	Research Director	4	Married	12611	14253	1	No	25	3	3	1	10	0	3	10	1	0	6
651	36	Yes	Travel_Frequently	227	Research & Development	12	4	Life Sciences	1	Female	93	2	1	Research Director	2	Married	4124	25539	1	No	13	3	4	3	12	0	2	2	0	2	2
859	38	No	Travel_Rarely	421	Research & Development	2	1	Medical	4	Male	89	4	2	Manager	3	Married	9106	9749	1	Yes	18	3	2	0	17	2	4	4	0	0	4
1201	25	No	Travel_Frequently	963	Research & Development	9	1	Life Sciences	3	Male	35	2	2	Research Scientist	2	Single	5696	22313	2	No	25	3	1	1	3	4	3	3	3	2	3
820	47	No	Travel_Rarely	934	Sales	7	2	Life Sciences	1	Female	38	3	3	Sales Executive	4	Single	8237	24920	1	Yes	19	3	3	2	25	0	3	7	3	7	7
193	48	No	Non-Travel	312	Research & Development	9	4	Technical Degree	3	Female	86	4	2	Healthcare Representative	1	Married	7888	20162	5	No	12	3	1	3	23	1	3	1	0	1	1
1186	37	No	Travel_Rarely	1002	Research & Development	10	2	Life Sciences	1	Male	47	4	5	Healthcare Representative	3	Divorced	14011	26529	4	No	11	3	4	0	13	6	3	12	3	0	7
325	25	No	Non-Travel	545	Sales	1	3	Other	3	Male	59	4	2	Sales Representative	1	Married	7002	24663	2	No	22	3	4	0	1	0	3	1	1	0	1
482	37	No	Travel_Rarely	1231	Research & Development	3	3	Marketing	4	Male	52	2	1	Healthcare Representative	3	Married	4287	7318	2	No	20	4	4	1	16	5	3	2	1	0	0
64	36	No	Travel_Rarely	296	Research & Development	12	2	Marketing	4	Female	63	3	1	Laboratory Technician	3	Married	4520	9128	0	No	18	3	4	2	9	2	2	3	0	2	2
1102	40	No	Travel_Rarely	1302	Research & Development	8	3	Life Sciences	3	Female	50	4	2	Manufacturing Director	1	Single	6606	2182	4	No	23	3	1	0	18	1	3	4	0	4	1
245	50	No	Travel_Rarely	692	Sales	1	3	Life Sciences	3	Female	85	3	4	Manager	4	Single	11220	6176	4	No	25	3	2	1	26	4	3	11	0	3	0
974	31	No	Travel_Frequently	1237	Research & Development	7	2	Life Sciences	1	Female	99	4	2	Research Director	4	Married	6636	20121	2	No	13	3	4	1	10	6	2	0	0	0	0
925	36	No	Travel_Frequently	492	Research & Development	2	1	Human Resources	3	Male	33	1	3	Research Scientist	3	Married	8203	13024	3	No	20	3	3	1	14	0	2	7	0	1	1
366	34	No	Travel_Rarely	676	Research & Development	1	4	Life Sciences	4	Male	49	4	2	Research Director	3	Divorced	5704	9027	2	Yes	18	3	4	2	12	0	3	1	0	1	1
523	33	No	Travel_Frequently	1255	Sales	1	4	Life Sciences	2	Female	55	3	3	Manager	4	Married	8405	16950	1	No	25	3	4	0	6	0	3	5	1	0	0
932	39	No	Non-Travel	722	Research & Development	11	2	Human Resources	3	Female	57	2	2	Research Director	4	Married	7480	9706	2	Yes	18	3	4	0	19	5	3	4	0	0	1
483	26	No	Travel_Rarely	303	Research & Development	1	3	Human Resources	2	Male	45	4	2	Research Scientist	1	Divorced	7447	8896	2	No	22	3	3	1	4	4	1	0	0	0	0
926	31	No	Travel_Rarely	1159	Sales	3	4	Marketing	2	Female	33	1	2	Sales Executive	4	Married	6748	5179	0	No	24	3	3	0	9	0	3	1	1	1	0
199	30	No	Travel_Rarely	145	Sales	10	3	Other	1	Male	66	2	1	Sales Executive	3	Married	3506	14244	0	No	22	3	4	0	9	4	3	1	1	1	0
1221	32	Yes	Travel_Rarely	384	Research & Development	18	3	Human Resources	4	Male	89	4	2	Research Director	3	Married	7636	13552	4	No	12	3	1	1	9	0	2	1	1	1	1
1285	28	Yes	Travel_Rarely	903	Research & Development	22	4	Life Sciences	2	Male	100	2	1	Research Director	1	Married	4767	15860	2	Yes	20	3	3	0	7	5	3	2	1	0	0
260	21	Yes	Travel_Frequently	679	Sales	1	3	Life Sciences	3	Female	97	4	2	Sales Executive	4	Married	4926	12484	4	No	22	3	4	1	0	4	2	0	0	0	0
567	49	No	Travel_Frequently	888	Research & Development	13	3	Medical	4	Female	33	4	5	Healthcare Representative	2	Single	16860	23467	7	No	14	3	2	0	26	4	2	20	4	5	0
219	29	No	Travel_Rarely	661	Sales	18	2	Life Sciences	4	Female	49	4	4	Manager	4	Single	10962	24883	3	No	13	4	4	0	9	1	3	9	0	0	2
465	40	Yes	Travel_Rarely	302	Research & Development	1	1	Life Sciences	2	Male	45	2	2	Research Director	2	Divorced	6376	3976	6	Yes	15	3	3	3	15	0	3	3	0	1	0
31	28	No	Travel_Frequently	1434	Research & Development	2	2	Life Sciences	2	Male	42	2	2	Healthcare Representative	2	Divorced	6675	4235	1	No	18	3	1	3	4	1	4	3	0	0	3
57	37	No	Travel_Frequently	445	Human Resources	13	3	Technical Degree	3	Female	83	2	4	Human Resources	4	Married	11710	21988	2	No	23	4	2	0	14	6	3	14	5	0	2
1224	37	No	Travel_Rarely	1488	Sales	4	1	Human Resources	3	Male	73	4	3	Sales Representative	3	Single	8941	20859	2	No	13	3	3	1	15	0	3	5	0	2	1
894	45	Yes	Travel_Rarely	474	Research & Development	6	1	Other	3	Male	72	2	1	Healthcare Representative	1	Single	4515	9703	2	No	11	4	1	2	21	5	3	1	1	1	1
922	44	No	Non-Travel	108	Research & Development	1	2	Medical	4	Male	65	3	1	Research Director	3	Married	4203	3008	1	No	19	3	1	2	19	5	3	0	0	0	0
515	34	No	Travel_Frequently	956	Research & Development	4	3	Life Sciences	4	Male	63	4	4	Manager	4	Single	13347	10874	4	Yes	14	4	3	0	13	0	4	10	0	2	0
1371	28	No	Non-Travel	583	Research & Development	1	1	Medical	4	Female	77	3	2	Laboratory Technician	2	Married	6366	25505	1	No	13	4	1	0	4	0	3	3	0	0	1
744	46	No	Travel_Rarely	272	Research & Development	5	4	Technical Degree	3	Male	87	4	3	Manager	3	Divorced	9102	12664	4	No	19	3	3	0	25	2	1	9	0	2	0
1047	36	No	Travel_Frequently	412	Research & Development	3	2	Life Sciences	3	Male	46	3	3	Research Director	4	Divorced	8667	5703	4	No	24	3	4	1	13	2	3	4	0	2	4
863	44	No	Travel_Rarely	432	Research & Development	7	1	Other	3	Male	65	4	1	Manufacturing Director	2	Married	3509	2744	3	No	17	3	3	2	24	5	2	0	0	0	0
1162	33	No	Travel_Rarely	558	Research & Development	16	2	Technical Degree	4	Female	77	4	2	Healthcare Representative	2	Married	7568	20715	2	No	14	3	1	1	9	6	2	2	2	0	0
1250	45	No	Travel_Rarely	1021	Research & Development	14	1	Life Sciences	2	Male	41	4	2	Research Scientist	4	Married	5215	2715	1	No	17	3	3	2	20	5	3	2	1	2	0
414	40	No	Travel_Rarely	1248	Human Resources	17	2	Technical Degree	3	Male	39	2	1	Manager	4	Married	3264	15365	3	No	14	3	4	0	15	6	3	1	1	1	1
1177	56	No	Travel_Frequently	1375	Human Resources	5	4	Life Sciences	1	Male	39	3	3	Human Resources	3	Single	9530	25399	7	No	11	3	3	1	36	2	4	4	4	2	2
655	45	No	Travel_Frequently	1225	Sales	12	4	Life Sciences	3	Male	65	3	3	Manager	1	Single	8915	2746	3	Yes	25	3	3	3	22	3	4	4	1	0	4
1054	33	No	Travel_Frequently	623	Sales	14	2	Other	4	Female	50	3	3	Sales Executive	1	Divorced	8478	26856	1	Yes	20	3	1	0	10	1	3	4	3	1	4
853	31	No	Travel_Rarely	1344	Sales	6	3	Other	2	Male	87	4	2	Sales Representative	2	Married	5303	20677	1	No	13	4	4	0	4	4	3	4	4	0	0
100	36	No	Travel_Frequently	1386	Research & Development	3	2	Marketing	2	Female	49	4	3	Manager	3	Single	9486	10309	2	No	23	3	1	1	13	2	4	5	4	1	1
1321	36	No	Travel_Frequently	1321	Research & Development	3	4	Life Sciences	1	Male	70	3	1	Healthcare Representative	4	Single	4406	19156	2	No	24	3	2	0	14	5	2	1	0	1	1
310	42	No	Non-Travel	1288	Research & Development	1	4	Life Sciences	1	Male	69	2	2	Manager	1	Divorced	6551	13624	1	Yes	14	3	4	0	17	2	3	0	0	0	0
276	36	No	Travel_Frequently	199	Sales	13	3	Life Sciences	1	Male	75	1	2	Sales Representative	2	Married	8131	13969	5	No	20	3	4	0	15	1	3	2	2	0	0
1126	46	Yes	Travel_Frequently	513	Sales	1	4	Technical Degree	3	Male	66	4	1	Sales Executive	4	Divorced	6068	5155	2	Yes	23	3	4	3	25	5	1	1	1	0	1
1390	34	No	Travel_Rarely	1407	Sales	2	2	Life Sciences	3	Male	73	2	3	Sales Executive	1	Married	9221	10985	1	Yes	23	3	3	3	10	1	3	4	0	2	1
616	31	Yes	Travel_Rarely	1005	Research & Development	1	3	Life Sciences	3	Female	52	4	2	Research Director	2	Married	6504	25231	1	No	19	3	1	1	6	1	4	3	0	3	3
844	20	Yes	Travel_Rarely	1111	Research & Development	5	2	Other	2	Male	84	4	1	Healthcare Representative	3	Single	4137	15478	6	Yes	17	4	3	2	0	3	3	0	0	0	0
637	30	No	Travel_Rarely	150	Research & Development	7	3	Other	4	Male	35	1	1	Healthcare Representative	4	Divorced	6552	9507	3	No	24	3	3	0	11	6	3	3	3	0	0
589	27	No	Travel_Rarely	800	Research & Development	8	3	Technical Degree	4	Female	43	3	3	Laboratory Technician	1	Single	9585	8695	4	Yes	14	3	3	1	8	2	3	8	1	1	0
381	33	No	Travel_Frequently	1243	Research & Development	13	2	Life Sciences	4	Male	82	4	3	Healthcare Representative	4	Single	7393	15823	7	No	22	3	4	1	13	5	2	5	1	1	5
597	30	No	Travel_Rarely	195	Research & Development	4	1	Technical Degree	3	Male	46	3	3	Research Scientist	3	Married	8530	6625	4	No	16	3	2	1	4	0	2	4	0	0	2
983	44	Yes	Travel_Rarely	646	Sales	6	1	Life Sciences	1	Male	96	4	2	Sales Executive	3	Single	6882	4739	3	No	18	3	3	1	21	6	2	5	0	2	5
1178	31	No	Travel_Rarely	414	Sales	7	4	Other	2	Male	82	1	3	Sales Representative	1	Married	8658	25320	3	No	25	3	4	3	10	0	2	10	0	0	3
848	42	No	Travel_Frequently	1191	Research & Development	3	1	Medical	3	Male	77	4	5	Laboratory Technician	3	Married	12990	26037	5	No	23	3	4	0	21	1	4	16	7	0	1
237	28	Yes	Travel_Rarely	906	Sales	11	4	Other	1	Female	83	4	1	Sales Executive	3	Divorced	3153	24650	1	No	19	3	3	0	6	5	2	1	1	1	1
1056	33	No	Travel_Frequently	1109	Human Resources	2	2	Life Sciences	4	Female	58	3	3	Human Resources	4	Married	8955	23195	4	No	15	3	1	2	11	2	3	8	0	1	1
1079	40	No	Travel_Rarely	1190	Research & Development	2	3	Life Sciences	4	Male	54	4	1	Laboratory Technician	3	Divorced	6013	7799	2	No	16	3	4	0	18	0	3	2	0	0	1
1461	39	No	Travel_Frequently	710	Sales	16	2	Marketing	4	Male	49	3	1	Manager	1	Divorced	4700	22170	2	No	15	3	3	2	18	1	3	0	0	0	0
888	33	No	Travel_Rarely	1435	Sales	1	3	Life Sciences	1	Female	72	3	2	Sales Executive	4	Married	7008	24803	4	Yes	14	3	4	1	8	5	3	2	2	0	2
479	34	No	Travel_Frequently	1325	Research & Development	19	4	Marketing	2	Female	32	4	2	Manufacturing Director	1	Divorced	6552	5844	1	Yes	19	4	2	0	8	6	3	3	1	0	1
209	29	Yes	Travel_Rarely	728	Research & Development	5	1	Marketing	2	Female	47	1	3	Manager	1	Single	9866	10923	2	No	11	4	3	0	8	0	2	6	1	1	1
395	38	No	Travel_Rarely	805	Research & Development	5	3	Technical Degree	4	Male	89	4	3	Research Scientist	2	Divorced	10389	6362	2	No	17	3	4	1	10	2	1	8	4	1	0
797	40	Yes	Travel_Rarely	1372	Research & Development	1	4	Technical Degree	4	Male	52	4	1	Manager	4	Married	2683	14295	4	Yes	14	3	1	0	17	0	3	1	1	1	1
362	36	Yes	Travel_Rarely	1020	Sales	4	2	Life Sciences	4	Male	66	4	2	Manager	4	Single	9126	5734	2	No	13	3	3	1	16	2	3	0	0	0	0
59	43	No	Travel_Rarely	557	Research & Development	1	5	Medical	4	Male	43	4	2	Healthcare Representative	3	Single	6634	11882	3	Yes	20	3	4	1	20	2	4	3	3	1	0
311	28	No	Travel_Rarely	1416	Research & Development	1	4	Technical Degree	1	Male	82	2	2	Manufacturing Director	3	Single	7240	19573	3	No	15	3	1	0	2	5	3	0	0	0	0
868	45	No	Travel_Frequently	875	Research & Development	17	1	Life Sciences	4	Male	70	3	3	Manufacturing Director	2	Single	8458	10472	3	No	21	3	3	0	22	1	2	4	3	3	1
412	40	Yes	Travel_Rarely	900	Sales	12	2	Life Sciences	1	Female	46	2	1	Manager	3	Married	4091	13324	5	No	22	3	3	2	19	4	3	2	2	0	0
1393	34	No	Travel_Rarely	1199	Human Resources	24	4	Technical Degree	3	Female	91	2	3	Human Resources	3	Divorced	8900	18774	0	No	22	3	2	2	9	4	3	4	0	0	3
1204	35	No	Travel_Frequently	1365	Sales	2	5	Other	3	Male	87	3	2	Sales Representative	3	Married	6649	7479	1	No	20	4	4	0	11	4	3	2	2	2	1
731	29	No	Travel_Rarely	1159	Sales	2	3	Technical Degree	1	Female	43	4	3	Manager	2	Divorced	9937	17918	2	No	16	4	3	3	6	1	3	6	6	0	1
1223	34	Yes	Travel_Frequently	1215	Research & Development	11	2	Life Sciences	1	Male	62	4	1	Manufacturing Director	3	Married	4192	18602	3	No	22	4	2	0	11	1	3	3	0	2	3
345	46	No	Travel_Rarely	1133	Sales	2	4	Life Sciences	4	Female	80	2	1	Sales Representative	3	Married	5666	3712	3	Yes	13	4	4	0	22	5	3	2	2	2	0
1299	42	No	Travel_Frequently	441	Sales	4	3	Technical Degree	3	Female	30	3	2	Manager	3	Divorced	6260	25403	2	No	18	3	4	0	19	0	3	3	3	0	3
869	42	No	Travel_Rarely	457	Research & Development	3	2	Life Sciences	3	Female	50	2	2	Research Scientist	4	Married	8241	23385	2	No	23	3	1	0	17	4	2	5	4	0	0
1167	43	No	Non-Travel	1475	Sales	19	2	Life Sciences	3	Male	74	3	2	Manager	2	Married	6106	23508	1	Yes	14	4	2	1	22	1	3	0	0	0	0
1171	27	No	Travel_Frequently	1463	Research & Development	3	2	Other	4	Female	37	2	1	Manufacturing Director	4	Single	5591	23547	1	No	18	3	4	1	2	6	3	2	0	2	0
716	47	No	Travel_Rarely	437	Sales	8	2	Life Sciences	4	Female	81	3	1	Sales Representative	2	Single	2912	3054	2	No	17	3	4	1	24	3	2	1	1	1	1
234	24	No	Travel_Frequently	550	Research & Development	1	3	Medical	3	Female	58	1	1	Research Director	2	Married	6546	9784	2	No	19	4	1	2	1	1	3	1	0	1	1
632	25	No	Travel_Rarely	593	Sales	5	3	Marketing	4	Male	48	3	1	Sales Executive	3	Married	5453	15759	1	No	19	3	4	1	4	5	3	3	0	0	1
197	32	No	Travel_Rarely	1110	Sales	8	2	Life Sciences	3	Male	50	4	2	Sales Executive	1	Single	6890	6985	5	No	16	3	1	0	8	5	3	0	0	0	0
1275	33	No	Travel_Rarely	1413	Research & Development	17	2	Other	3	Male	79	2	1	Healthcare Representative	3	Married	5467	22558	2	No	22	3	3	1	13	4	3	0	0	0	0
82	42	Yes	Travel_Rarely	1343	Research & Development	9	3	Marketing	2	Female	47	3	3	Research Scientist	3	Single	9166	11382	3	No	11	3	3	0	23	6	3	4	4	1	0
1420	42	Yes	Travel_Rarely	1427	Human Resources	12	1	Life Sciences	1	Male	60	2	1	Human Resources	3	Single	3288	14702	2	Yes	18	3	4	3	17	6	3	1	1	1	1
1088	30	Yes	Travel_Rarely	960	Sales	12	4	Life Sciences	1	Female	60	2	2	Sales Executive	3	Single	6089	2666	2	No	20	4	3	0	7	2	3	1	1	0	1
1169	44	No	Travel_Rarely	1182	Sales	14	3	Life Sciences	3	Female	32	2	1	Sales Executive	3	Married	5951	24707	3	Yes	20	3	1	1	22	3	3	3	3	1	2
112	21	Yes	Travel_Rarely	1490	Research & Development	3	3	Medical	4	Male	65	3	2	Research Scientist	4	Married	5008	2061	7	No	25	3	4	1	0	5	3	0	0	0	0
1330	41	No	Travel_Rarely	234	Research & Development	26	2	Life Sciences	4	Female	39	4	2	Manager	4	Single	7510	22793	2	No	17	3	2	2	21	1	3	1	1	1	1
794	36	No	Travel_Rarely	693	Sales	29	3	Life Sciences	2	Female	65	4	3	Sales Executive	4	Single	9486	17566	3	No	17	3	4	0	13	5	4	4	0	1	3
999	41	No	Travel_Rarely	461	Sales	18	3	Marketing	4	Female	73	3	3	Sales Representative	3	Married	9410	14120	1	No	11	4	4	0	18	5	3	4	0	1	2
870	44	Yes	Travel_Frequently	893	Research & Development	5	3	Other	2	Female	35	3	3	Research Director	4	Married	8781	3654	4	Yes	11	3	3	0	18	4	3	6	3	3	1
1281	40	Yes	Travel_Rarely	373	Sales	3	3	Life Sciences	4	Male	96	3	3	Sales Executive	1	Divorced	8696	6426	5	No	12	3	2	0	15	5	1	7	0	0	0
